id,name,symbol,data_added,last_updated,price,volume_24h,circulating_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d
1691,EVRYNET,EVRY,2021-08-28T12:34:59.000Z,2023-02-12T02:18:00.000Z,+1.1416135614525867e-02,+1.7512699468639999e+04,+4.0389133000000000e+07,+1.0000000000000000e+09,+1.0000000000000000e+09,+1.5538503800000001e+00,+3.8104223600000000e+00,+5.7122382700000003e+00
1692,SmileyCoin,SMLY,2015-01-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.9154134832169280e-05,+9.0642660500000005e+00,+1.5806193400174999e+10,+3.0339280000000000e+10,+4.8000000000000000e+10,-3.3153407900000000e+00,-5.8719146799999997e+00,-4.5784492400000003e+00
1693,Stably USD,USDS,2019-02-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.9675148026855054e-01,+3.9957828635211999e+05,+4.6196790411021002e+05,+9.0000415135644150e+10,,-9.4382000000000005e-04,-2.8717906999999998e-01,-3.1511526000000001e-01
1694,2key.network,2KEY,2020-05-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.8411709839102299e-03,+0.0000000000000000e+00,+7.8369696861171007e+07,+5.9902041877459872e+08,+6.0000000000000000e+08,+4.0481700000000002e-03,+7.1905800000000002e-03,+3.7402999999999998e-03
1695,Universidad de Chile Fan Token,UCH,2021-04-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.8130749781585014e-01,+5.9118640453699998e+04,+9.5514900000000000e+05,+5.0000000000000000e+06,+5.0000000000000000e+06,-4.9842237000000000e-01,+2.5977893200000000e+00,-4.0902161399999999e+00
1696,Tokenplace,TOK,2021-10-04T20:18:30.000Z,2023-02-12T02:18:00.000Z,+3.4987013872804767e-03,+1.3210902352110001e+04,+1.2894562700000000e+08,+2.5000000000000000e+08,+2.5000000000000000e+08,+4.0481700000000002e-03,+4.1689266099999998e+00,-4.0601648299999997e+00
1697,Streamity,STM,2020-04-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.2528808418225200e-02,+0.0000000000000000e+00,+3.5987749314218320e+07,+7.6000000000000000e+07,,-1.2092325000000000e-01,+1.0082151500000001e+00,-7.5654766999999996e+00
1698,STATERA,STA,2020-07-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.6561325418833363e-03,+9.5567143391000002e+02,+7.8942771570625842e+07,+7.8943026140625834e+07,+1.0100000000000000e+08,+1.9856532899999999e+00,+8.9434225999999994e-01,-2.6057340409999998e+01
1699,The HUSL,HUSL,2021-08-27T13:13:13.000Z,2023-02-12T02:18:00.000Z,+4.2840808789860366e-02,+2.6653169411179999e+04,+1.0379879070000000e+07,+7.0000000000000000e+07,+1.0000000000000000e+08,-2.0100871800000002e+00,+5.8481712600000000e+00,+3.0230874320000002e+01
1700,LiquidApps,DAPP,2019-06-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.2503406138963546e-04,+1.2441953286000000e+02,+7.0990229376240003e+08,+1.0569393271283000e+09,,-3.6794609999999998e-02,+1.2501313100000000e+00,-7.7331949800000004e+00
1701,SaTT,SATT,2020-09-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3570996902455184e-04,+3.6831591414899999e+03,+3.2448981812529778e+09,+1.2270063309622978e+10,,-2.2217886000000001e-01,-2.4543437000000001e-01,-7.8716682400000000e+00
1702,Nitro Network,NCash,2018-02-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.0034274979855883e-05,+2.7741054204719001e+05,+7.3252096988818130e+09,+1.4350197883950001e+10,,-8.7220377100000004e+00,+7.7596106400000000e+00,+3.4163854630000003e+01
1703,Skrumble Network,SKM,2018-05-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.2733309399413925e-04,+2.1537097345959999e+04,+1.0216809963403540e+09,+1.5000000000000000e+09,,+4.4497059999999998e-02,-2.3213284999999999e+00,+6.0150628399999997e+00
1704,GTONCapital,GTON,2021-05-22T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.2010720595472608e-01,+1.2914043879999999e+01,+3.6301000000000000e+06,+1.7369900000000000e+07,+2.1000000000000000e+07,-9.3111749999999993e-02,-6.5184725090000001e+01,-6.7596240100000003e+01
1705,Quark,QRK,2013-08-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.5263401149171049e-03,+6.8985637999999998e+00,+2.8557029590995574e+08,+2.8584446607260770e+08,,-1.1118453000000000e-01,+7.6215006059999993e+01,-6.6068761599999997e+00
1706,CREDIT,CREDIT,2019-07-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.7930461867738987e-04,+3.0309184363367001e+05,+2.4254338500000000e+09,+2.5000000000000000e+10,+2.5000000000000000e+10,-1.7679602400000001e+00,-4.1371421290000001e+01,+2.4014264201300002e+03
1707,SINOVATE,SIN,2018-10-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.5414576353590211e-04,+1.1309837659999999e+02,+6.6371704240451598e+08,+6.6371704240451598e+08,,-1.1118453000000000e-01,+5.1041433759999997e+01,+4.0089685760000002e+01
1708,Impossible Finance,IF,2021-07-16T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.2239690104328541e-02,+1.2866673358000000e+02,+6.0006610000000000e+06,+1.5551000000000000e+07,+2.1000000000000000e+07,-7.6581599999999998e-03,+8.8579951000000001e-01,-1.0455458320000000e+01
1709,NextDAO,NAX,2020-07-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.7324815973755557e-04,+6.0814954133580002e+04,+2.4869590463347993e+09,+2.5271911555047994e+09,+1.0000000000000000e+10,-9.3381296999999996e-01,-6.3304246700000002e+00,-1.7692366090000000e+01
1710,Hedget,HGET,2020-09-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.4634446204670199e-01,+2.4631971528200000e+04,+1.7514480000000000e+06,+1.7514480000000000e+06,+1.0000000000000000e+07,+1.9868184999999999e-01,-2.1050913100000002e+00,-1.6537274300000000e+00
1711,Aitra,AITRA,2020-10-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.4978479177899603e-02,+0.0000000000000000e+00,+6.5986861473247996e+06,+6.9848508473247997e+06,+3.6000000000000000e+08,-1.1118453000000000e-01,+6.9428917999999995e-01,-6.6068761599999997e+00
1712,Peruvian National Football Team Fan Token,FPFT,2022-06-13T13:04:03.000Z,2023-02-12T02:18:00.000Z,+1.8712814222080525e-02,+5.3657237896150000e+04,+2.2679998000000000e+07,+9.9839999000000000e+07,+1.0000000000000000e+08,-1.9646110000000000e-01,+9.2486122000000004e-01,-2.9769331999999998e-01
1713,ZClassic,ZCL,2016-11-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.5790203447513146e-02,+2.7664747500000001e+01,+9.2870243300000001e+06,+9.2870243300000001e+06,+1.1462487000000000e+07,-1.1118453000000000e-01,+6.9428917999999995e-01,-4.3289950900000003e+00
1714,Snetwork,SNET,2018-10-11T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.7833575110123186e-03,+1.2096582353670001e+04,+2.3860399897260419e+08,+1.0000000000000000e+09,,+2.2890269999999999e-01,+1.0270939400000001e+00,-6.5478674200000002e+00
1715,Huobi Pool Token,HPT,2019-02-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.9386569985652307e-05,+9.3758827799999995e+00,+5.3286019191971254e+09,+8.5371734952760000e+09,,+1.2703407000000000e-01,-1.3440447999999999e-01,+2.1452956000000001e-01
1716,DMarket,DMT,2018-02-03T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.4136519867402237e-03,+0.0000000000000000e+00,+5.6921773171955578e+07,+5.6921773171971500e+07,,-1.1118453000000000e-01,+6.9428917999999995e-01,-1.4179291600000001e+01
1717,AtromG8,AG8,2020-05-04T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0042013129873068e-02,+6.3700630460000002e+03,+4.2000000000000000e+07,+8.4000000000000000e+07,+8.4000000000000000e+07,+4.0481700000000002e-03,-9.7907361999999998e-01,+3.5497645429999999e+01
1718,CannabisCoin,CANN,2014-08-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.4512146961325173e-03,+0.0000000000000000e+00,+7.7231175532608002e+07,+9.1859175532608002e+07,,-1.1118453000000000e-01,+6.9428917999999995e-01,-6.6068761599999997e+00
1719,WePower,WPR,2018-02-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.0614069010350008e-04,+1.2239332227000000e+02,+6.8880861551795483e+08,+7.4524818309677422e+08,,+2.5000000000000000e+01,-1.6839799999999999e-02,+1.8790400000000000e-03
1720,EasyFi,EZ,2020-10-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.5427365863711326e-02,+2.0343042369319999e+04,+6.3736150000000000e+06,+1.0000000000000000e+07,+1.0000000000000000e+07,-1.3956280000000000e-02,-1.9564187999999999e-01,-4.4382136000000000e-01
1721,DOSE,DOSE,2021-10-05T02:31:00.000Z,2023-02-12T02:18:00.000Z,+8.0269569959577833e-03,+1.0284979763847400e+06,+5.1903165007273667e+07,+5.0000000000000000e+09,+5.0000000000000000e+09,+3.2696459999999997e-02,+1.4870580200000001e+00,+7.1074529399999999e+00
1722,FYDcoin,FYD,2020-02-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.5414576353590211e-04,+1.7139577549999998e+01,+6.3502528568975818e+08,+6.3502528568975818e+08,+6.5000000000000000e+08,-1.1118453000000000e-01,+1.0546064200000000e+00,+4.0089685760000002e+01
1723,Sint-Truidense Voetbalvereniging Fan Token,STV,2021-03-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.6435557169734427e+00,+2.0200115461534000e+05,+2.5226400000000000e+05,+1.0000000000000000e+06,,-1.2020827100000000e+00,+4.3119632000000002e-01,-3.0012598000000001e+00
1724,Caspian,CSP,2019-04-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.1766850537474993e-04,+3.0631303422000001e+03,+4.4903629600000000e+08,+1.0000000000000000e+09,,-1.1909119999999999e-01,+9.4900541000000005e-01,-7.3866365099999998e+00
1725,Hiveterminal Token,HVN,2017-09-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.2289975235344125e-04,+3.6526751978999999e+02,+5.0000000000000000e+08,+5.0000000000000000e+08,,+3.0941419999999997e-01,+1.5053378000000001e-01,-3.8165094750000002e+01
1726,Curecoin,CURE,2014-05-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.4829484459358900e-02,+0.0000000000000000e+00,+2.7711160728215002e+07,+2.7735829325731002e+07,,-1.1118453000000000e-01,+6.9428917999999995e-01,-6.6068761599999997e+00
1727,Swarm Markets,SMT,2021-09-11T20:44:46.000Z,2023-02-12T02:18:00.000Z,+1.2502506386794158e-02,+0.0000000000000000e+00,+3.2769650000000000e+07,+2.5000000000000000e+08,+2.5000000000000000e+08,+4.0481700000000002e-03,+7.1905800000000002e-03,+8.1022207999999996e-01
1728,Alanyaspor Fan Token,ALA,2021-10-12T08:57:06.000Z,2023-02-12T02:18:00.000Z,+5.0705417367324013e-01,+7.6696324068820002e+04,+8.0423300000000000e+05,+3.0000000000000000e+06,+3.0000000000000000e+06,+2.6311930000000001e-02,-5.7528423399999999e+00,-1.0197692450000000e+01
1729,Levolution,LEVL,2019-07-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.1398996649723301e-03,+0.0000000000000000e+00,+1.2967886431768708e+08,+3.1100000000000000e+08,,-1.1118453000000000e-01,+6.9428917999999995e-01,+2.1158647150000000e+01
1730,DMM: Governance,DMG,2020-07-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.0666171207595897e-03,+4.7054233608280003e+04,+5.0171518300770298e+07,+2.4951102498987937e+08,+2.5000000000000000e+08,+1.9250156100000000e+00,+1.3439942620000000e+01,+2.3125923500000001e+00
1731,Helmet.insure,HELMET,2021-01-16T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.3781176939829788e-03,+4.5334651571789997e+04,+4.2931768212946877e+07,+5.0000000000000000e+07,+1.0000000000000000e+08,-3.6164250999999997e-01,+1.5651491799999999e+00,-5.7235401499999998e+00
1732,UniMex Network,UMX,2021-01-11T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.1684681387369596e-02,+4.4972596971000002e+02,+9.6166995039115008e+06,+1.0000000000000000e+07,+1.0000000000000000e+07,-6.4678645999999995e-01,+7.7062370000000002e-01,-8.2723148299999991e+00
1733,Ruff,RUFF,2018-01-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.0813789488400445e-04,+9.7703022296829993e+04,+9.8050000000000000e+08,+1.8800000000000000e+09,,+1.5357994999999999e-01,-1.2062922899999999e+00,-5.5794196100000004e+00
1734,MIBR Fan Token,MIBR,2022-09-27T08:14:22.000Z,2023-02-12T02:18:00.000Z,+3.9887996376428075e-01,+1.6530724832999999e+02,+1.0005070000000000e+06,+1.0000000000000000e+07,+1.0000000000000000e+07,+4.5746703000000000e-01,-1.5480928100000000e+00,-3.5980381200000000e+00
1735,PotCoin,POT,2014-02-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.7443887027624057e-03,+2.9218652330000001e+01,+2.2775725401987883e+08,+1.1509865040626740e+08,+4.2000000000000000e+08,-1.1118453000000000e-01,-6.2494676429999998e+01,-3.7809504449999999e+01
1736,dAppstore,DAPPX,2021-06-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.4254862390380664e-03,+9.4683302378509994e+04,+1.6203963200000000e+08,+1.5000000000000000e+09,+1.5000000000000000e+09,+1.0457570100000000e+00,+1.3445203400000001e+00,-5.1958286800000000e+00
1737,Upfiring,UFR,2017-11-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.6353644088397554e-02,+0.0000000000000000e+00,+2.4000000005788039e+07,+2.4000000005788039e+07,,-1.1118453000000000e-01,+6.9428917999999995e-01,-3.2649189540000002e+01
1738,Venus BCH,vBCH,2020-12-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.5350587142522145e+00,+0.0000000000000000e+00,+1.5439200000000000e+05,+1.5439200000000000e+05,,-1.5319445000000001e-01,+1.2440414000000000e-01,-9.4393056899999994e+00
1739,Drops Ownership Power,DOP,2021-05-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.2905214250919523e-01,+6.5392707161699997e+04,+1.1760342312554901e+06,+1.5000000000000000e+07,,-4.8564639999999999e-02,+8.5457746100000005e+00,-1.9749815630000001e+01
1740,Ceres,CERES,2021-08-26T07:50:11.000Z,2023-02-12T02:18:00.000Z,+6.9099255142759361e+01,+1.5574243333070001e+04,+5.5119845898100002e+03,+2.4175503892789999e+04,+2.5000000000000000e+04,-3.4871348000000002e-01,+1.1564673700000000e+01,+4.2700086360000000e+01
1741,Supreme Finance,HYPE,2020-12-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.5515138576236717e-04,+2.6233416831270000e+05,+5.0000000000000000e+08,+5.0000000000000000e+09,+5.0000000000000000e+09,-1.9440826300000000e+00,-3.1981680899999998e+00,-1.7931713120000001e+01
1742,ASPO World,ASPO,2021-11-14T13:43:12.000Z,2023-02-12T02:18:00.000Z,+4.7491328291675078e-03,+1.6645214815200000e+03,+7.9936866000000000e+07,+5.0000000000000000e+08,+5.0000000000000000e+08,-5.8724279999999997e-02,-2.0167061000000000e-01,-2.2654595180000001e+01
1743,DraftCoin,DFT,2015-11-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.3507822722461363e-02,+1.2146949025900001e+03,+8.7159124918169994e+06,+1.8715912491817001e+07,,-6.0679612000000005e-01,-3.1440833200000000e+00,+4.0580627454000000e+03
1744,WagyuSwap,WAG,2021-08-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.9868084097972332e-03,+2.1544109591140001e+04,+5.4165358359435901e+07,+5.0000000000000000e+08,+5.0000000000000000e+08,+4.1748467000000000e-01,-3.2288494499999998e+00,-2.1162624980000000e+01
1745,Grizzly Honey,GHNY,2022-08-02T12:26:05.000Z,2023-02-12T02:18:00.000Z,+1.9395543107928514e+01,+2.5822751997791001e+05,+1.9416000000000000e+04,+8.6077460999999999e+05,+0.0000000000000000e+00,-2.2142771999999999e-01,+2.0303447700000001e+00,-1.4649512959999999e+01
1746,ContentBox,BOX,2018-07-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1885151789395062e-04,+1.8317259833459000e+05,+1.7199463270751143e+09,+3.0000000000000000e+09,,+9.8150528000000004e-01,-3.7857378900000000e+00,-9.9213421999999996e-01
1747,DecentraWeb,DWEB,2021-10-13T07:16:44.000Z,2023-02-12T02:18:00.000Z,+1.1174261151874919e-01,+4.2178226356499999e+03,+3.3572200434844298e+06,+1.0000000000000000e+08,+1.0000000000000000e+08,-4.8425810000000000e-02,-1.3086841800000000e+00,+5.8738873500000004e+00
1748,Ravencoin Classic,RVC,2020-06-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.0628140046112855e-05,+9.4062206676999995e+03,+1.2202771390280331e+10,+2.1000000000000000e+10,+2.1000000000000000e+10,+4.0481700000000002e-03,+2.5627177699999999e+00,-1.2289782450000001e+01
1749,eBoost,EBST,2017-06-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.7265498275201145e-03,+0.0000000000000000e+00,+9.9990001568831995e+07,+9.9990001568831995e+07,,-1.3585855999999999e-01,+8.8768616000000000e-01,-7.4864156700000004e+00
1750,Zenfuse,ZEFU,2020-10-16T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.6712159617065784e-03,+3.9292543957999999e+02,+6.4899300840925403e+07,+2.0000000000000000e+08,+2.0000000000000000e+08,-3.2276884000000000e-01,-5.4703533999999998e-01,-1.3652479570000001e+01
1751,Swarm,SWM,2018-02-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.6414831733146630e-03,+3.0322909100000000e+01,+7.8189670124333337e+07,+9.9535052473979101e+07,,+2.6658350949999999e+01,+2.7586776120000000e+01,+4.4932139130000003e+01
1752,Darwinia Commitment Token,KTON,2020-07-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.3677056674529062e+00,+2.8857233466570000e+04,+4.3869215240999998e+04,+1.0218685909696000e+05,,-4.8340609999999999e-02,+7.8546474599999998e+00,+1.9801530169999999e+01
1753,OtterClam Finance,CLAM,2021-11-26T10:27:01.000Z,2023-02-12T02:18:00.000Z,+2.8960408066230672e+00,+1.6262503480109999e+04,+1.2608200000000000e+05,+6.4190300000000000e+05,,-1.5280599999999999e-03,-6.0778964999999996e-01,+6.4998639899999997e+00
1754,Step®,STEP,2022-01-08T02:10:08.000Z,2023-02-12T02:18:00.000Z,+3.7964413768772672e-04,+1.0607727443170000e+05,+9.4950592300000000e+08,+9.8150592270700002e+08,+1.0000000000000000e+09,-3.3327636999999999e-01,+1.7901299399999999e+00,-8.4917838700000008e+00
1755,Jarvis Network,JRT,2020-05-21T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.2410131946905713e-02,+1.0858236080566001e+05,+2.9005880189300001e+07,+2.2586152128999999e+08,,+1.1207041200000001e+00,+5.7632541999999998e-01,-3.9542012799999999e+00
1756,AirNFTs,AIRT,2021-07-15T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.1764213871204078e-03,+2.9434608138999999e+02,+1.1204000000000000e+08,+8.8600000000000000e+08,+1.0000000000000000e+09,-3.3881957000000001e-01,+8.0313224000000005e-01,-8.0422194800000000e+00
1757,Pakcoin,PAK,2015-09-15T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.1580340349357979e-03,+4.5734826345299998e+03,+6.8594750000000000e+07,+6.8594750000000000e+07,+1.8200000000000000e+08,+1.8335636999999999e-01,-1.8552997000000000e+00,-4.0446849599999997e+00
1758,Merculet,MVP,2018-06-20T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.0262043974497504e-05,+1.4568259391410000e+04,+4.3880654426792507e+09,+1.0000000000000000e+10,,-1.7351821700000001e+00,+9.4716703000000002e-01,-5.0039317700000003e+00
1759,Substratum,SUB,2017-09-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.1297488776273365e-04,+8.9700158819999999e+01,+3.8302099995999998e+08,+4.7200000000000000e+08,,-6.6000649999999994e-02,-5.8777566500000002e+00,+4.0181049450000003e+01
1760,Shadows,DOWS,2021-03-03T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3180367770540448e-02,+1.0118188851905000e+05,+2.6500000000000000e+07,+3.9500000000000000e+07,,+1.7886511999999999e-01,+1.8473334690000002e+01,+4.8735833199999998e+00
1761,Internxt,INXT,2017-10-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.1137338344308946e-01,+2.1432449183670001e+05,+1.1192940000000000e+06,+1.1192940000000000e+06,+1.1192940000000000e+06,+3.2136240900000002e+00,+3.0024677199999998e+00,-2.5951390000000001e-02
1762,UnlimitedIP,UIP,2018-01-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.2604531547323835e-04,+5.0133750011399998e+03,+1.5399855250099177e+09,+2.8399855250100002e+09,,-3.4148936399999998e+00,+5.6150704300000003e+00,-6.6080772400000001e+00
1763,GoWithMi,GMAT,2019-07-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.2733418127190796e-04,+1.7273472396190002e+04,+2.7235500000000000e+09,+1.4900000000000000e+10,,-2.0918709799999999e+00,-3.7917451600000001e+00,-1.1973860170000000e+01
1764,ownix,ONX,2021-10-17T18:38:48.000Z,2023-02-12T02:18:00.000Z,+1.0502105364907091e-01,+0.0000000000000000e+00,+3.3000000000000000e+06,+1.0000000000000000e+09,+1.0000000000000000e+09,+4.0481700000000002e-03,+7.1905800000000002e-03,+3.7402999999999998e-03
1765,DinoX,DNXC,2021-07-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0183948839708355e-02,+1.4772310721410000e+04,+3.4011080000000000e+07,+1.6000000000000000e+08,+1.6000000000000000e+08,-6.5559292000000002e-01,-2.3846332000000001e+00,+3.5706530600000002e+00
1766,Avatly,AVA,2022-11-21T05:39:57.000Z,2023-02-12T02:18:00.000Z,+1.8037738632543604e-03,+1.3794581439848000e+05,+1.9164292400000000e+08,+9.9620244400000000e+08,+1.0000000000000000e+09,+9.7812725000000000e-01,-2.4399650300000002e+00,+3.9014003399999999e+00
1767,BiblePay,BBP,2017-08-27T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3519012446408646e-04,+6.8793605728000000e+02,+2.5529872482084184e+09,+2.5529872482084184e+09,+5.2000000000000000e+09,-8.9249035400000007e+00,+7.6387229100000003e+00,+7.2291421900000001e+00
1768,CryptEx,CRX,2021-03-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.0486145671636971e+00,+9.5411756417000004e+02,+8.5000000000000000e+04,+1.0000000000000000e+05,+1.0000000000000000e+05,-8.3791990999999999e-01,-7.3082588000000004e-01,-8.6311295000000001e+00
1769,PumaPay,PMA,2018-08-13T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0822169528409022e-05,+8.9673143269999997e+01,+3.1732432230560001e+10,+7.8042956829000000e+10,,+4.0481700000000002e-03,+3.0841497300000000e+00,-4.0904398139999998e+01
1770,Base Protocol,BASE,2020-12-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.1236015825941923e-01,+1.2902294807480001e+04,+4.8067961945696000e+05,+4.8067961945696000e+05,+0.0000000000000000e+00,-4.0672234000000002e-01,-1.4647266210000000e+01,-1.4803350480000001e+01
1771,MicroPets,PETS,2021-10-21T10:46:37.000Z,2023-02-12T02:18:00.000Z,+6.8282216113032819e-08,+1.8502085130299999e+03,+5.0071202313512568e+12,+1.0000000000000000e+13,+1.0000000000000000e+13,+1.1569670999999999e-01,+5.7554771999999998e-01,-3.1372593609999999e+01
1772,eosDAC,EOSDAC,2018-04-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.1668721763167467e-04,+1.9194865173419999e+04,+6.6075517678450000e+08,+1.2000000000000000e+09,,-2.5820335999999999e-01,+6.5292229600000002e+00,+1.6446749059999998e+01
1773,Alliance Fan Token,ALL,2021-03-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.6936811667534794e-01,+3.5315419547969999e+04,+1.2714500000000000e+06,+5.0000000000000000e+06,,-1.2186042399999999e+00,-6.6377109000000001e-01,-6.4084951999999995e-01
1774,Sakura Bloom,SKB,2018-05-15T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3201261746763129e-04,+0.0000000000000000e+00,+2.5829652942900000e+09,+6.0000000000000000e+09,,-1.1393278000000000e-01,+7.8267463999999998e-01,+1.6372749863999999e+02
